Card Id,Passenger Id,Card Number,Issue Date,Balance,Status
2317,7066,SC00002317,2023-10-18,1443.69,Blocked
2318,9014,SC00002318,2022-07-18,2616.08,Expired
2319,8790,SC00002319,2025-12-02,1622.54,Blocked
2320,4455,SC00002320,2024-11-08,2805.28,Expired
2321,1493,SC00002321,2025-04-04,185.28,Expired
2322,8097,SC00002322,2024-05-26,1153.88,Expired
2323,4991,SC00002323,2026-01-16,1322.39,Expired
2324,7560,SC00002324,2025-09-12,804.95,Blocked
2325,7757,SC00002325,2024-02-10,2063.94,Expired
2326,4258,SC00002326,2023-12-19,1200.48,Blocked
2327,3284,SC00002327,2023-08-05,2863.7,Expired
2328,4472,SC00002328,2025-10-03,154.14,Active
2329,3776,SC00002329,2024-02-12,2754.78,Blocked
2330,9577,SC00002330,2023-09-19,1692.12,Active
2331,3696,SC00002331,2024-12-10,2710.4,Expired
2332,2776,SC00002332,2022-05-10,1462.32,Active
2333,4124,SC00002333,2024-06-02,1046.35,Active
2334,880,SC00002334,2023-09-01,939.31,Expired
2335,4800,SC00002335,2024-01-26,2957.02,Active
2336,5971,SC00002336,2022-05-27,689.5,Expired
2337,6960,SC00002337,2023-10-05,2386.55,Expired
2338,6462,SC00002338,2025-06-30,332.87,Active
2339,1419,SC00002339,2025-12-04,2997.36,Active
2340,6553,SC00002340,2022-12-04,2352.23,Expired
2341,4573,SC00002341,2023-12-30,822.08,Active
2342,1623,SC00002342,2022-10-30,741.39,Expired
2343,1149,SC00002343,2023-08-19,974.08,Active
2344,3578,SC00002344,2026-01-30,864.85,Active
2345,3301,SC00002345,2022-02-18,2654.87,Active
2346,3798,SC00002346,2024-11-23,2405.76,Expired
2347,7663,SC00002347,2025-12-29,2176.89,Expired
2348,3510,SC00002348,2025-06-05,394.81,Expired
2349,3193,SC00002349,2025-04-14,2475.09,Blocked
2350,7222,SC00002350,2022-02-16,842.35,Active
2351,766,SC00002351,2023-03-30,1315.24,Expired
2352,6716,SC00002352,2025-01-06,534.22,Active
2353,2951,SC00002353,2023-01-21,2128.71,Active
2354,6375,SC00002354,2024-06-21,1082.07,Blocked
2355,1291,SC00002355,2023-01-01,1552.89,Blocked
2356,6387,SC00002356,2023-11-03,1910.63,Blocked
2357,6798,SC00002357,2022-10-14,1708.68,Expired
2358,9504,SC00002358,2024-03-26,694.88,Blocked
2359,7985,SC00002359,2024-11-03,1219.3,Expired
2360,7583,SC00002360,2024-03-01,2172.97,Active
2361,2602,SC00002361,2022-08-17,1532.58,Active
2362,2886,SC00002362,2025-08-03,2310.59,Blocked
2363,5773,SC00002363,2025-09-30,2219.83,Expired
2364,6886,SC00002364,2025-09-22,159.81,Expired
2365,1986,SC00002365,2024-09-29,819.45,Blocked
2366,5488,SC00002366,2023-06-14,1736.97,Blocked
2367,2903,SC00002367,2022-02-15,1160.61,Blocked
2368,1162,SC00002368,2023-12-06,2088.76,Active
2369,3966,SC00002369,2024-12-02,481.19,Blocked
2370,2894,SC00002370,2025-05-19,288.31,Active
2371,4460,SC00002371,2024-03-24,2289.25,Active
2372,9328,SC00002372,2022-12-20,2081.11,Active
2373,7805,SC00002373,2025-04-02,1391.01,Blocked
2374,9980,SC00002374,2023-12-04,1847.04,Active
2375,9565,SC00002375,2022-07-20,1768.21,Expired
2376,5544,SC00002376,2024-06-05,1805.67,Expired
2377,6972,SC00002377,2024-03-23,844.98,Blocked
2378,9265,SC00002378,2022-06-03,1707.27,Blocked
2379,1937,SC00002379,2023-10-28,1541.41,Expired
2380,7462,SC00002380,2026-01-21,97.18,Expired
2381,2406,SC00002381,2025-01-20,1499.36,Expired
2382,7503,SC00002382,2023-04-18,238.27,Active
2383,114,SC00002383,2024-04-24,762.4,Blocked
2384,2842,SC00002384,2023-09-18,1022.51,Blocked
2385,5003,SC00002385,2023-11-14,1250.25,Expired
2386,8458,SC00002386,2022-01-30,229.89,Blocked
2387,3117,SC00002387,2024-12-31,1783.33,Active
2388,5213,SC00002388,2024-11-07,1840.85,Active
2389,252,SC00002389,2025-02-23,525.39,Active
2390,9409,SC00002390,2023-02-11,1082.96,Expired
2391,9576,SC00002391,2022-11-03,2234.7,Blocked
2392,6744,SC00002392,2023-11-02,1704.06,Active
2393,2325,SC00002393,2025-11-02,1629.47,Expired
2394,8797,SC00002394,2023-11-08,617.48,Blocked
2395,9239,SC00002395,2024-11-14,1167.51,Active
2396,29,SC00002396,2023-06-21,448.11,Active
2397,7535,SC00002397,2025-11-23,1999.49,Blocked
2398,958,SC00002398,2022-03-15,108.64,Blocked
2399,8128,SC00002399,2023-11-13,1874.32,Blocked
2400,2142,SC00002400,2025-10-26,1245.49,Expired
2401,6155,SC00002401,2023-06-19,2140.57,Blocked
2402,3074,SC00002402,2024-03-27,1280.19,Blocked
2403,7127,SC00002403,2022-12-16,1719.96,Expired
2404,9,SC00002404,2024-05-03,2795.15,Active
2405,7078,SC00002405,2024-10-15,820.04,Active
2406,1988,SC00002406,2022-12-05,2297.67,Blocked
2407,7085,SC00002407,2023-07-21,2068.16,Expired
2408,7628,SC00002408,2022-07-03,1717.91,Active
2409,368,SC00002409,2022-11-28,870.46,Active
2410,3538,SC00002410,2022-06-10,2613.6,Active
2411,3519,SC00002411,2025-07-28,64.16,Active
2412,756,SC00002412,2022-01-24,1264.32,Blocked
2413,3492,SC00002413,2025-12-19,1244.19,Active
2414,8390,SC00002414,2025-12-12,2919.55,Blocked
2415,3098,SC00002415,2023-12-04,2707.06,Expired
2416,2396,SC00002416,2022-11-08,1783.76,Blocked
2417,1096,SC00002417,2025-01-15,2698.46,Active
2418,4557,SC00002418,2023-05-31,1658.09,Expired
2419,2591,SC00002419,2024-09-01,2412.21,Blocked
2420,8671,SC00002420,2024-03-08,1694.7,Blocked
2421,4159,SC00002421,2024-11-09,2514.34,Active
2422,5603,SC00002422,2024-01-22,2945.12,Expired
2423,2496,SC00002423,2024-02-17,507.54,Active
2424,4355,SC00002424,2025-04-22,1267.38,Active
2425,3837,SC00002425,2025-04-20,2775.26,Expired
2426,9151,SC00002426,2022-03-13,2008.42,Expired
2427,6439,SC00002427,2024-12-01,1496.27,Blocked
2428,8756,SC00002428,2024-01-13,1252.19,Active
2429,4150,SC00002429,2024-07-11,1358.27,Active
2430,5744,SC00002430,2024-12-20,2339.09,Active
2431,111,SC00002431,2023-01-11,1802.26,Expired
2432,9925,SC00002432,2024-10-11,496.69,Active
2433,4345,SC00002433,2025-03-06,2195.67,Expired
2434,4118,SC00002434,2024-09-07,1856.21,Expired
2435,8991,SC00002435,2023-09-29,168.51,Blocked
2436,6261,SC00002436,2024-02-13,2483.48,Blocked
2437,4356,SC00002437,2024-07-24,777.24,Active
2438,6863,SC00002438,2022-10-10,610.59,Blocked
2439,9119,SC00002439,2025-08-17,1592.51,Active
2440,4553,SC00002440,2025-07-20,2672.54,Active
2441,5990,SC00002441,2023-04-22,1851.57,Blocked
2442,8120,SC00002442,2024-06-23,257.12,Active
2443,2475,SC00002443,2022-11-16,1289.86,Expired
2444,7101,SC00002444,2022-03-10,2744.35,Active
2445,4198,SC00002445,2026-01-21,465.89,Expired
2446,3137,SC00002446,2022-12-12,816.9,Active
2447,7855,SC00002447,2024-04-29,2421.13,Blocked
2448,5525,SC00002448,2024-05-11,2259.99,Active
2449,4303,SC00002449,2025-12-08,1232.21,Expired
2450,7593,SC00002450,2024-12-20,2948.45,Active
2451,6992,SC00002451,2024-05-24,2723.45,Active
2452,2339,SC00002452,2024-04-22,984.61,Blocked
2453,2382,SC00002453,2023-10-23,1103.56,Blocked
2454,5406,SC00002454,2024-09-16,79.24,Active
2455,4083,SC00002455,2022-03-25,650.96,Blocked
2456,534,SC00002456,2024-11-16,862.88,Blocked
2457,2416,SC00002457,2024-01-15,1193.03,Active
2458,2218,SC00002458,2022-07-02,1918.34,Expired
2459,5194,SC00002459,2022-03-10,1602.51,Active
2460,6247,SC00002460,2024-11-02,1870.49,Blocked
2461,4061,SC00002461,2023-10-28,1048.83,Blocked
2462,7489,SC00002462,2024-07-21,497.01,Expired
2463,8098,SC00002463,2024-12-18,1309.14,Blocked
2464,9989,SC00002464,2023-04-13,2281.83,Expired
2465,2668,SC00002465,2023-03-02,1935.93,Expired
2466,4970,SC00002466,2025-07-12,2614.16,Blocked
2467,2339,SC00002467,2023-09-20,2088.04,Active
2468,9874,SC00002468,2024-07-14,2296.48,Expired
2469,915,SC00002469,2023-11-23,1189.52,Active
2470,8561,SC00002470,2025-08-16,2322.47,Active
2471,4087,SC00002471,2025-03-03,1335.14,Blocked
2472,3363,SC00002472,2024-02-23,1612.77,Expired
2473,6280,SC00002473,2024-05-09,1343.98,Blocked
2474,6411,SC00002474,2025-02-16,1864.5,Active
2475,6022,SC00002475,2024-08-25,712.43,Expired
2476,4386,SC00002476,2022-07-16,1453.13,Expired
2477,6912,SC00002477,2023-09-22,2794.25,Expired
2478,911,SC00002478,2024-04-10,75.98,Blocked
2479,6247,SC00002479,2022-10-27,902.46,Expired
2480,2910,SC00002480,2025-02-11,383.73,Expired
2481,9981,SC00002481,2025-04-11,2024.75,Expired
2482,156,SC00002482,2025-02-13,355.07,Blocked
2483,8374,SC00002483,2022-10-17,1683.36,Expired
2484,2677,SC00002484,2024-11-03,1839.21,Expired
2485,8473,SC00002485,2023-02-21,2941.64,Active
2486,1225,SC00002486,2023-11-29,654.67,Expired
2487,4661,SC00002487,2022-08-24,167.16,Active
2488,6453,SC00002488,2024-06-30,1308.72,Blocked
2489,8617,SC00002489,2025-09-26,2759.12,Active
2490,2873,SC00002490,2023-02-28,2459.28,Expired
2491,6158,SC00002491,2025-05-22,2321.95,Blocked
2492,6609,SC00002492,2022-09-25,2172.97,Active
2493,3388,SC00002493,2022-07-31,929.61,Blocked
2494,9924,SC00002494,2023-08-15,2096.02,Expired
2495,7701,SC00002495,2022-12-16,253.75,Active
2496,3059,SC00002496,2024-12-11,348.39,Active
2497,6479,SC00002497,2022-12-18,1633.61,Active
2498,7828,SC00002498,2022-05-10,2983.81,Expired
2499,8670,SC00002499,2022-04-28,332.67,Blocked
2500,9579,SC00002500,2025-07-19,1099.69,Active
2501,6509,SC00002501,2025-09-06,2971.68,Blocked
2502,2164,SC00002502,2025-02-23,1597.72,Expired
2503,8097,SC00002503,2023-07-23,864.22,Active
2504,7798,SC00002504,2024-08-01,1401.48,Expired
2505,7587,SC00002505,2022-05-26,1440.98,Active
2506,6237,SC00002506,2022-02-10,1093.01,Blocked
2507,7667,SC00002507,2024-07-02,1243.89,Active
2508,7027,SC00002508,2024-10-22,315.34,Blocked
2509,5205,SC00002509,2024-06-12,1722.6,Expired
2510,5713,SC00002510,2025-06-04,353.77,Blocked
2511,3139,SC00002511,2025-09-23,85.74,Expired
2512,23,SC00002512,2022-03-02,1514.32,Blocked
2513,7931,SC00002513,2024-04-04,1377.75,Active
2514,6172,SC00002514,2024-07-26,1822.35,Blocked
2515,7774,SC00002515,2023-12-24,1888.83,Active
2516,7415,SC00002516,2024-04-29,320.24,Blocked
2517,4616,SC00002517,2023-10-06,1425.86,Blocked
2518,2345,SC00002518,2023-09-27,2033.92,Expired
2519,7266,SC00002519,2023-08-10,1010.82,Expired
2520,6965,SC00002520,2025-04-25,814.04,Expired
2521,3158,SC00002521,2024-07-11,2884.85,Expired
2522,7308,SC00002522,2023-04-07,802.83,Expired
2523,6865,SC00002523,2024-08-09,1192.42,Expired
2524,6098,SC00002524,2025-12-14,2336.43,Active
2525,4856,SC00002525,2024-12-01,2246.24,Blocked
2526,6266,SC00002526,2022-08-05,1885.49,Blocked
2527,7962,SC00002527,2024-11-11,2239.95,Expired
2528,5843,SC00002528,2022-09-23,1391.81,Expired
2529,7117,SC00002529,2022-07-26,90.97,Active
2530,307,SC00002530,2022-03-20,959.92,Active
2531,6458,SC00002531,2025-03-04,61.37,Blocked
2532,787,SC00002532,2024-05-12,1334.48,Active
2533,2609,SC00002533,2024-02-16,1280.98,Expired
2534,5098,SC00002534,2024-02-10,53.08,Active
2535,4863,SC00002535,2022-07-11,800.72,Expired
2536,8287,SC00002536,2024-11-03,1649.6,Blocked
2537,1700,SC00002537,2022-04-28,2021.62,Expired
2538,4945,SC00002538,2025-02-28,2027.95,Blocked
2539,710,SC00002539,2023-03-04,1816.09,Active
2540,1915,SC00002540,2024-07-27,2033.62,Active
2541,6555,SC00002541,2022-08-09,2978.11,Active
2542,9487,SC00002542,2025-05-22,122.5,Blocked
2543,3907,SC00002543,2024-06-15,2145.13,Expired
2544,9633,SC00002544,2022-12-06,2016.65,Blocked
2545,5054,SC00002545,2023-11-11,935.86,Expired
2546,1167,SC00002546,2025-11-19,1935.13,Expired
2547,7688,SC00002547,2024-03-09,2251.18,Blocked
2548,208,SC00002548,2023-02-16,55.57,Blocked
2549,3115,SC00002549,2024-07-24,1152.38,Expired
2550,8191,SC00002550,2023-07-06,1910.61,Blocked
2551,1873,SC00002551,2024-12-06,1222.13,Active
2552,5737,SC00002552,2025-12-06,2070.66,Active
2553,8490,SC00002553,2022-03-14,2747.04,Expired
2554,5078,SC00002554,2024-03-10,1979.4,Blocked
2555,5614,SC00002555,2025-07-18,1840.75,Active
2556,5987,SC00002556,2022-10-23,2761.32,Blocked
2557,6100,SC00002557,2024-01-20,1090.39,Active
2558,4613,SC00002558,2023-01-30,1501.99,Active
2559,8299,SC00002559,2022-12-21,1241.63,Expired
2560,966,SC00002560,2023-05-19,2656.14,Blocked
2561,7248,SC00002561,2025-12-03,2524.24,Active
2562,8868,SC00002562,2023-05-25,1872.7,Blocked
2563,551,SC00002563,2023-09-09,141.33,Expired
2564,6818,SC00002564,2025-09-28,1382.44,Expired
2565,6173,SC00002565,2023-03-05,1574.32,Active
2566,9282,SC00002566,2024-05-03,2534.99,Active
2567,3201,SC00002567,2022-06-13,2523.48,Blocked
2568,4832,SC00002568,2025-11-28,331.11,Active
2569,9459,SC00002569,2025-01-31,773.6,Blocked
2570,4087,SC00002570,2023-03-09,2735.06,Expired
2571,3562,SC00002571,2025-07-26,1289.01,Blocked
2572,6657,SC00002572,2025-07-21,2958.21,Expired
2573,3778,SC00002573,2024-03-30,2047.74,Blocked
2574,7098,SC00002574,2024-08-08,2304.85,Active
2575,2949,SC00002575,2024-06-20,2260.35,Blocked
2576,750,SC00002576,2022-01-16,2146.07,Blocked
2577,2333,SC00002577,2023-11-06,1937.04,Blocked
2578,6224,SC00002578,2022-03-16,2793.72,Blocked
2579,9511,SC00002579,2023-11-23,2696.75,Active
2580,4079,SC00002580,2024-12-03,1585.78,Expired
2581,284,SC00002581,2023-01-05,378.51,Blocked
2582,6494,SC00002582,2022-01-23,1917.73,Expired
2583,8385,SC00002583,2024-10-08,1912.31,Blocked
2584,518,SC00002584,2022-11-21,465.04,Active
2585,2141,SC00002585,2023-05-29,1676.78,Active
2586,2947,SC00002586,2025-07-12,359.98,Expired
2587,1947,SC00002587,2023-09-30,1436.88,Active
2588,2979,SC00002588,2023-11-29,1832.76,Blocked
2589,5741,SC00002589,2024-10-04,806.9,Expired
2590,776,SC00002590,2025-06-09,1701.05,Active
2591,8827,SC00002591,2023-05-15,1349.54,Expired
2592,6640,SC00002592,2024-10-16,1317.6,Active
2593,4824,SC00002593,2024-06-22,2411.81,Active
2594,198,SC00002594,2022-10-29,2753.43,Blocked
2595,3721,SC00002595,2023-03-18,1989.34,Expired
2596,6285,SC00002596,2022-10-25,2650.72,Expired
2597,9139,SC00002597,2024-05-23,2555.28,Expired
2598,5728,SC00002598,2024-08-25,2084.54,Expired
2599,698,SC00002599,2023-03-28,1090,Blocked
2600,324,SC00002600,2022-05-04,1439.71,Blocked
2601,8801,SC00002601,2025-09-30,155.1,Active
2602,5686,SC00002602,2022-02-26,2080.82,Expired
2603,6318,SC00002603,2026-01-09,1959.51,Active
2604,8280,SC00002604,2022-06-06,724.72,Blocked
2605,7141,SC00002605,2023-05-07,822.5,Blocked
2606,9180,SC00002606,2022-03-10,2556.2,Blocked
2607,9342,SC00002607,2023-10-09,736.78,Active
2608,748,SC00002608,2024-10-09,810.29,Expired
2609,6846,SC00002609,2023-07-03,2222.23,Active
2610,158,SC00002610,2024-05-26,2698.91,Blocked
2611,7090,SC00002611,2024-10-16,880.36,Active
2612,2568,SC00002612,2022-07-15,2252.81,Blocked
2613,2246,SC00002613,2023-12-10,112.98,Active
2614,6929,SC00002614,2022-08-22,425.25,Active
2615,9642,SC00002615,2025-05-21,1406.44,Blocked
2616,2634,SC00002616,2024-07-13,1621.54,Active
2617,1258,SC00002617,2025-07-08,258.29,Active
2618,9175,SC00002618,2023-07-16,559.99,Blocked
2619,6867,SC00002619,2022-11-24,2788.24,Expired
2620,4275,SC00002620,2024-04-21,1655.06,Blocked
2621,6446,SC00002621,2022-07-10,566.94,Blocked
2622,1975,SC00002622,2025-07-04,2921.51,Blocked
2623,3696,SC00002623,2025-12-06,2441.53,Blocked
2624,9435,SC00002624,2025-01-01,2096.71,Expired
2625,9822,SC00002625,2022-02-13,2728.83,Expired
2626,6633,SC00002626,2022-04-29,1828.6,Expired
2627,9871,SC00002627,2022-04-24,2140.93,Blocked
2628,5842,SC00002628,2022-01-17,949.42,Blocked
2629,4666,SC00002629,2023-10-02,792.6,Active
2630,1633,SC00002630,2024-02-20,179.23,Blocked
2631,976,SC00002631,2025-03-26,1226.57,Expired
2632,8435,SC00002632,2023-12-06,1568.25,Blocked
2633,2660,SC00002633,2023-08-21,556.35,Expired
2634,5571,SC00002634,2024-02-08,2757.17,Blocked
2635,8268,SC00002635,2022-03-28,700.22,Expired
2636,7192,SC00002636,2025-12-01,945.63,Blocked
2637,5882,SC00002637,2025-04-26,2524.82,Blocked
2638,5929,SC00002638,2024-06-10,2235.15,Blocked
2639,2082,SC00002639,2023-08-14,629.41,Expired
2640,9393,SC00002640,2026-01-31,918.06,Expired
2641,9358,SC00002641,2025-10-13,2683.76,Blocked
2642,3515,SC00002642,2022-06-07,1227.11,Blocked
2643,7937,SC00002643,2024-05-28,2134.21,Expired
2644,5776,SC00002644,2022-10-07,1078.74,Blocked
2645,8091,SC00002645,2025-12-30,480.66,Active
2646,6693,SC00002646,2025-04-27,2446.31,Active
2647,5447,SC00002647,2024-04-10,919.18,Active
2648,9690,SC00002648,2025-06-09,1383.49,Active
2649,8838,SC00002649,2022-09-16,1804.23,Blocked
2650,5351,SC00002650,2025-08-18,1817.71,Blocked
2651,8298,SC00002651,2022-08-15,2537.2,Blocked
2652,3930,SC00002652,2025-10-11,2908.99,Blocked
2653,9971,SC00002653,2022-05-23,1865.36,Active
2654,5218,SC00002654,2025-03-16,1486.05,Blocked
2655,1520,SC00002655,2023-07-18,1661.84,Blocked
2656,3394,SC00002656,2023-03-30,631.05,Active
2657,6427,SC00002657,2022-10-26,621.42,Active
2658,9206,SC00002658,2025-03-12,2534.14,Blocked
2659,9080,SC00002659,2024-07-11,2139.61,Blocked
2660,7911,SC00002660,2025-03-27,2100.46,Active
2661,8526,SC00002661,2024-05-25,890.23,Blocked
2662,760,SC00002662,2025-10-20,930.85,Blocked
2663,7559,SC00002663,2022-01-15,2255.95,Blocked
2664,4888,SC00002664,2023-09-03,2547.75,Active
2665,6166,SC00002665,2023-04-13,1775.97,Blocked
2666,2547,SC00002666,2024-11-20,1122.23,Expired
2667,4582,SC00002667,2023-02-08,237.21,Blocked
2668,6149,SC00002668,2023-11-15,2530.98,Active
2669,8085,SC00002669,2023-07-05,2562.04,Expired
2670,7865,SC00002670,2023-11-01,2142.84,Active
2671,9225,SC00002671,2023-08-14,1298.09,Expired
2672,9383,SC00002672,2022-02-12,2882.77,Expired
2673,7728,SC00002673,2025-03-06,2666.85,Expired
2674,6944,SC00002674,2023-04-28,64.33,Expired
2675,1109,SC00002675,2023-05-05,689.45,Expired
2676,3116,SC00002676,2025-09-02,816.43,Expired
2677,374,SC00002677,2022-03-30,1223.22,Blocked
2678,4675,SC00002678,2022-12-05,2301.97,Active
2679,8678,SC00002679,2023-09-14,2781.44,Active
2680,2970,SC00002680,2025-12-17,2743.09,Expired
2681,3213,SC00002681,2023-11-03,309.39,Active
2682,1558,SC00002682,2024-08-14,2758.63,Expired
2683,6886,SC00002683,2023-05-11,2166.17,Expired
2684,2153,SC00002684,2022-12-24,2138.96,Blocked
2685,1946,SC00002685,2024-06-15,2540.72,Expired
2686,6095,SC00002686,2025-11-29,617.79,Active
2687,3486,SC00002687,2022-12-22,156.28,Active
2688,2563,SC00002688,2023-12-03,2750.35,Expired
2689,4596,SC00002689,2024-05-08,273.15,Active
2690,3656,SC00002690,2023-05-26,1138.46,Blocked
2691,3347,SC00002691,2024-07-05,2264.57,Expired
2692,2759,SC00002692,2023-01-21,944.78,Expired
2693,1411,SC00002693,2025-10-07,1957.97,Expired
2694,9153,SC00002694,2025-05-08,1345.28,Active
2695,3601,SC00002695,2022-02-19,2655.25,Active
2696,5118,SC00002696,2024-05-19,2339.31,Blocked
2697,884,SC00002697,2024-07-29,2694.82,Blocked
2698,2330,SC00002698,2023-04-17,2858.99,Expired
2699,113,SC00002699,2025-05-20,2151.5,Blocked
2700,5848,SC00002700,2023-07-02,2541.99,Expired
2701,1978,SC00002701,2022-12-16,1237.37,Active
2702,4181,SC00002702,2023-11-11,2677.32,Expired
2703,3967,SC00002703,2022-03-12,2194.45,Blocked
2704,8240,SC00002704,2022-09-22,2756.72,Active
2705,2459,SC00002705,2025-05-14,2269.96,Blocked
2706,4111,SC00002706,2025-11-16,2253.33,Expired
2707,9280,SC00002707,2022-09-07,2573.95,Expired
2708,6170,SC00002708,2024-08-19,793.66,Expired
2709,622,SC00002709,2024-10-27,342.34,Expired
2710,490,SC00002710,2022-12-24,866.86,Active
2711,5947,SC00002711,2025-02-19,974.36,Expired
2712,3317,SC00002712,2024-05-09,996.84,Expired
2713,4492,SC00002713,2023-01-18,1025.21,Blocked
2714,3520,SC00002714,2023-05-29,546.23,Expired
2715,9951,SC00002715,2023-07-01,414.28,Expired
2716,9883,SC00002716,2024-12-13,1520.72,Active
2717,292,SC00002717,2024-08-02,1612.85,Active
2718,1968,SC00002718,2022-02-01,2356.44,Expired
2719,529,SC00002719,2025-12-11,142.37,Active
2720,6279,SC00002720,2022-11-10,1509.29,Expired
2721,2248,SC00002721,2024-11-08,2908.2,Active
2722,3830,SC00002722,2024-10-25,1907.25,Blocked
2723,2532,SC00002723,2023-05-05,1689.18,Active
2724,4107,SC00002724,2024-11-07,2204.54,Active
2725,9135,SC00002725,2023-02-01,463.43,Active
2726,8339,SC00002726,2023-05-25,2831.99,Active
2727,7379,SC00002727,2022-11-07,2244.71,Blocked
2728,1042,SC00002728,2024-10-06,1134.26,Blocked
2729,2624,SC00002729,2023-04-29,2486.95,Expired
2730,3310,SC00002730,2022-07-11,1715.59,Active
2731,5092,SC00002731,2023-12-09,1240.93,Expired
2732,2006,SC00002732,2022-11-27,211.73,Blocked
2733,9817,SC00002733,2025-08-17,1969.62,Expired
2734,5298,SC00002734,2022-10-26,965.64,Expired
2735,9954,SC00002735,2023-12-15,2565.39,Expired
2736,5296,SC00002736,2024-10-31,1244.51,Active
2737,7620,SC00002737,2024-10-07,1935.47,Expired
2738,3153,SC00002738,2022-05-19,2761.24,Blocked
2739,610,SC00002739,2025-06-19,1447.11,Blocked
2740,2907,SC00002740,2025-11-25,2550.22,Blocked
2741,598,SC00002741,2023-12-24,1703.95,Expired
2742,1706,SC00002742,2023-03-12,2235.01,Blocked
2743,8757,SC00002743,2024-02-27,1224.7,Active
2744,5266,SC00002744,2024-03-19,398.79,Expired
2745,4448,SC00002745,2024-12-01,1468.14,Active
2746,9821,SC00002746,2024-10-13,217.64,Blocked
2747,5129,SC00002747,2022-11-19,1749.96,Expired
2748,3354,SC00002748,2022-07-15,2184.3,Expired
2749,159,SC00002749,2024-07-06,2667.67,Expired
2750,4493,SC00002750,2024-11-20,1055.25,Blocked
2751,3207,SC00002751,2022-04-21,1146.9,Expired
2752,2703,SC00002752,2024-06-21,232.97,Active
2753,2915,SC00002753,2022-11-27,1001.8,Active
2754,9126,SC00002754,2023-10-31,2996.37,Expired
2755,9207,SC00002755,2023-12-01,1983.22,Active
2756,2744,SC00002756,2025-04-14,875.94,Active
2757,1831,SC00002757,2024-12-29,1921.66,Expired
2758,6381,SC00002758,2023-04-10,1007.71,Active
2759,1641,SC00002759,2022-07-30,1108.59,Blocked
2760,6249,SC00002760,2024-01-09,2773.03,Expired
2761,539,SC00002761,2024-12-20,2392.99,Blocked
2762,5608,SC00002762,2023-08-04,2476.37,Expired
2763,4973,SC00002763,2025-09-23,1783.86,Expired
2764,6584,SC00002764,2024-10-11,2372.41,Blocked
2765,240,SC00002765,2025-11-13,2807.52,Expired
2766,9420,SC00002766,2024-02-06,2174.98,Expired
2767,6859,SC00002767,2023-11-30,213.73,Expired
2768,6660,SC00002768,2024-01-14,1259.78,Active
2769,4009,SC00002769,2022-02-19,273.17,Expired
2770,6792,SC00002770,2024-12-20,2986.46,Blocked
2771,430,SC00002771,2023-07-30,169.73,Expired
2772,9168,SC00002772,2025-11-09,1566.22,Active
2773,2321,SC00002773,2024-04-28,2564.63,Expired
2774,6269,SC00002774,2024-07-30,2808.67,Blocked
2775,4962,SC00002775,2023-02-04,1333.5,Blocked
2776,3138,SC00002776,2023-04-03,2353.77,Blocked
2777,6144,SC00002777,2022-04-01,2896.51,Active
2778,4795,SC00002778,2024-08-17,729.03,Expired
2779,4874,SC00002779,2022-03-14,392.57,Active
2780,9051,SC00002780,2022-06-05,1849.74,Blocked
2781,8902,SC00002781,2023-04-23,2384.03,Blocked
2782,90,SC00002782,2023-07-26,80.3,Expired
2783,744,SC00002783,2024-01-21,271.87,Active
2784,7436,SC00002784,2023-09-25,1146.75,Blocked
2785,426,SC00002785,2024-08-24,517.05,Expired
2786,6832,SC00002786,2022-07-18,2633.45,Active
2787,9637,SC00002787,2022-02-20,1839.14,Blocked
2788,6778,SC00002788,2025-12-28,696.08,Blocked
2789,9631,SC00002789,2022-06-02,958.06,Expired
2790,4681,SC00002790,2022-03-12,1866.23,Blocked
2791,3959,SC00002791,2022-07-11,2642.87,Active
2792,4027,SC00002792,2024-05-26,2438.27,Expired
2793,61,SC00002793,2024-01-19,457.3,Expired
2794,3405,SC00002794,2023-09-26,661.41,Expired
2795,5873,SC00002795,2022-04-22,2696.35,Blocked
2796,8227,SC00002796,2025-04-30,2895.32,Blocked
2797,9838,SC00002797,2022-03-16,1385.39,Expired
2798,349,SC00002798,2024-08-01,1667,Active
2799,554,SC00002799,2025-09-08,2199.52,Blocked
2800,6269,SC00002800,2024-10-27,816.7,Active
2801,7145,SC00002801,2022-09-13,736.73,Expired
2802,7620,SC00002802,2025-02-04,186.08,Expired
2803,773,SC00002803,2024-05-02,1103.76,Blocked
2804,6246,SC00002804,2023-07-23,1053.35,Blocked
2805,2042,SC00002805,2023-08-08,2167.89,Blocked
2806,3262,SC00002806,2023-12-21,1965.13,Active
2807,2228,SC00002807,2022-04-15,146.65,Expired
2808,7241,SC00002808,2024-11-02,2870.52,Active
2809,3711,SC00002809,2022-03-27,2647.25,Blocked
2810,5606,SC00002810,2022-03-30,2862.11,Blocked
2811,3053,SC00002811,2026-01-03,878.22,Blocked
2812,6009,SC00002812,2024-02-18,2586.2,Active
2813,1571,SC00002813,2025-11-20,270.99,Active
2814,7237,SC00002814,2023-09-28,272.39,Blocked
2815,4811,SC00002815,2026-01-11,1682.86,Active
2816,8666,SC00002816,2024-03-12,2173.38,Blocked
2817,4443,SC00002817,2022-06-13,1745.32,Active
2818,5687,SC00002818,2025-04-15,827.98,Active
2819,6695,SC00002819,2025-08-17,2855.09,Blocked
2820,9235,SC00002820,2026-01-03,2167.87,Expired
2821,7464,SC00002821,2022-03-10,1786.43,Blocked
