Ticket Id,Passenger Id,Source Station Id,Destination Station Id,Journey Date,Fare,Ticket Type
3845,6670,62,89,2025-02-24,21.42,Single Journey
3846,3907,152,46,2024-01-12,93.05,Return Journey
3847,6185,11,62,2025-02-04,78.88,Return Journey
3848,8349,193,208,2024-05-10,41.92,Single Journey
3849,8766,221,148,2024-11-13,74.18,Return Journey
3850,5240,235,228,2024-01-07,76.2,Return Journey
3851,1164,76,143,2025-08-15,74.54,Return Journey
3852,2063,29,170,2025-02-24,191.31,Daily Pass
3853,9453,210,129,2023-03-02,68.65,Single Journey
3854,9158,140,189,2023-04-26,39.37,Daily Pass
3855,4799,145,124,2023-02-21,51.13,Daily Pass
3856,8299,18,24,2023-08-01,118.05,Daily Pass
3857,2062,57,135,2024-10-03,115.67,Return Journey
3858,3347,111,15,2024-03-25,155.64,Single Journey
3859,7098,9,5,2025-04-09,52.32,Single Journey
3860,4894,59,152,2023-02-02,80.12,Return Journey
3861,8275,53,108,2025-09-16,107.92,Daily Pass
3862,7981,125,145,2023-01-03,23.01,Single Journey
3863,269,149,142,2023-05-10,180.83,Return Journey
3864,7672,206,190,2024-03-21,175.37,Daily Pass
3865,1500,242,100,2023-09-09,64.43,Return Journey
3866,4494,88,71,2024-03-03,102.77,Single Journey
3867,1393,163,202,2024-01-17,101.32,Single Journey
3868,3425,92,248,2025-04-20,116.91,Single Journey
3869,9946,174,133,2023-01-31,106.98,Single Journey
3870,7060,104,63,2023-03-01,76.54,Return Journey
3871,5987,54,145,2024-07-28,50.72,Single Journey
3872,3183,159,201,2025-03-07,194.05,Daily Pass
3873,7801,141,148,2024-06-15,37.5,Single Journey
3874,3996,112,83,2024-01-24,40.78,Single Journey
3875,2857,184,17,2023-10-22,163.86,Single Journey
3876,5013,28,14,2025-03-31,133.03,Daily Pass
3877,5489,248,114,2024-05-25,129.16,Daily Pass
3878,5751,71,27,2024-04-02,190.51,Return Journey
3879,6480,220,137,2025-09-21,29.91,Single Journey
3880,2208,230,120,2024-04-23,108.91,Single Journey
3881,2510,93,58,2023-04-02,190.41,Single Journey
3882,6301,225,51,2023-04-15,133.91,Daily Pass
3883,6758,85,187,2024-04-02,12.52,Daily Pass
3884,6732,62,150,2023-06-20,170.59,Daily Pass
3885,7799,230,3,2025-05-17,126.53,Return Journey
3886,983,182,62,2024-07-05,155.96,Single Journey
3887,3981,197,155,2025-05-25,106.27,Return Journey
3888,9096,70,131,2023-06-10,191.3,Single Journey
3889,5808,161,87,2023-04-15,114.98,Daily Pass
3890,6700,18,2,2024-09-07,93.64,Return Journey
3891,971,135,193,2023-06-04,153.16,Daily Pass
3892,2208,36,64,2023-05-08,199.82,Daily Pass
3893,7306,130,54,2023-06-15,92.74,Return Journey
3894,6551,59,188,2025-04-30,85.49,Return Journey
3895,2590,208,139,2025-05-02,157.56,Return Journey
3896,1986,60,104,2023-02-10,69.14,Return Journey
3897,8168,129,230,2024-07-28,82.26,Single Journey
3898,6329,84,160,2024-01-01,162.5,Return Journey
3899,1981,16,68,2025-08-11,93.46,Single Journey
3900,9681,11,44,2024-11-29,158.85,Return Journey
3901,927,162,119,2023-06-16,68.2,Single Journey
3902,8120,35,237,2023-02-14,30.7,Single Journey
3903,1821,168,160,2025-06-09,172.37,Daily Pass
3904,2317,117,54,2023-01-23,91.16,Return Journey
3905,505,206,160,2023-10-14,155.33,Daily Pass
3906,781,49,248,2025-04-24,156.8,Single Journey
3907,1009,154,202,2025-04-19,67.76,Return Journey
3908,1047,83,186,2023-11-05,145.2,Return Journey
3909,5636,149,109,2023-04-09,72.87,Single Journey
3910,7252,174,120,2024-09-23,175.45,Daily Pass
3911,1683,79,96,2024-08-29,91.23,Return Journey
3912,2883,77,16,2025-06-27,109.64,Daily Pass
3913,2895,204,58,2025-03-30,53.28,Single Journey
3914,2775,215,186,2023-04-05,56.06,Single Journey
3915,3455,205,76,2024-08-07,95.07,Return Journey
3916,1428,46,200,2024-11-16,165.64,Single Journey
3917,6743,79,196,2023-03-05,13.96,Single Journey
3918,7596,28,16,2024-02-27,17.75,Return Journey
3919,5927,66,138,2024-03-06,89.84,Return Journey
3920,1398,212,127,2023-04-29,15.79,Single Journey
3921,927,189,80,2024-04-17,75.02,Return Journey
3922,9071,105,58,2024-06-15,106.6,Return Journey
3923,8870,56,76,2024-12-04,132.51,Daily Pass
3924,6210,199,118,2025-07-07,46.19,Daily Pass
3925,3904,183,30,2024-03-26,30.44,Return Journey
3926,4933,66,166,2024-03-11,30.84,Daily Pass
3927,4819,172,155,2024-10-20,133.61,Daily Pass
3928,6777,161,2,2024-07-12,129.28,Return Journey
3929,1673,156,179,2023-04-10,15.36,Daily Pass
3930,4400,238,80,2025-02-28,161.15,Return Journey
3931,1910,92,153,2023-10-20,18.01,Single Journey
3932,8564,60,102,2023-08-06,75.17,Single Journey
3933,9673,8,69,2023-03-12,100.44,Single Journey
3934,9799,166,235,2023-07-05,198.93,Daily Pass
3935,5586,112,174,2023-04-14,82.11,Daily Pass
3936,5298,38,237,2025-04-20,39.25,Single Journey
3937,7098,203,193,2023-03-18,136.08,Daily Pass
3938,9772,105,122,2025-03-20,184.58,Single Journey
3939,8886,200,29,2023-03-13,61.4,Single Journey
3940,7419,249,216,2023-11-09,199.27,Daily Pass
3941,4266,52,8,2024-09-19,117.45,Single Journey
3942,5021,11,203,2023-03-31,39.73,Single Journey
3943,1577,23,176,2025-03-19,180.12,Return Journey
3944,7085,219,194,2024-03-06,53.84,Single Journey
3945,1347,87,130,2023-03-13,73.51,Return Journey
3946,2266,73,15,2025-09-15,88.39,Single Journey
3947,310,197,82,2024-08-17,118.96,Return Journey
3948,1291,50,172,2025-05-21,126.91,Single Journey
3949,5768,36,246,2024-11-05,152.67,Single Journey
3950,6073,25,208,2025-06-08,157.78,Return Journey
3951,4232,149,194,2025-02-25,47.67,Single Journey
3952,9034,40,151,2025-04-29,178.44,Return Journey
3953,777,106,124,2023-03-22,36.52,Daily Pass
3954,1660,154,25,2025-01-24,198.52,Return Journey
3955,4973,79,199,2024-02-27,66.41,Return Journey
3956,1961,59,169,2023-02-15,141.73,Daily Pass
3957,7900,58,48,2024-10-02,28.18,Single Journey
3958,8992,31,200,2024-07-21,139.94,Daily Pass
3959,1476,127,240,2025-02-14,63.49,Single Journey
3960,592,186,54,2023-07-17,177.63,Return Journey
3961,2991,5,104,2023-11-05,109.62,Single Journey
3962,2118,244,113,2023-09-20,90.5,Single Journey
3963,825,188,125,2024-05-22,190.7,Return Journey
3964,5123,189,211,2023-07-14,42.3,Single Journey
3965,2987,242,161,2024-10-22,147.95,Single Journey
3966,9153,171,205,2024-03-02,106.68,Return Journey
3967,6183,126,158,2025-07-07,84.49,Daily Pass
3968,7388,150,215,2024-11-28,76.46,Single Journey
3969,5248,96,140,2023-11-19,183.03,Return Journey
3970,858,222,102,2023-07-31,38.94,Daily Pass
3971,604,169,222,2023-03-03,192.58,Single Journey
3972,4630,139,100,2025-03-26,160.44,Return Journey
3973,3714,125,208,2023-10-30,67.83,Return Journey
3974,7296,7,97,2023-05-13,21.77,Daily Pass
3975,2056,49,5,2024-03-10,106.44,Single Journey
3976,7738,250,222,2025-06-15,147.17,Single Journey
3977,6131,90,212,2025-06-01,41.9,Return Journey
3978,1833,103,60,2023-12-02,178.06,Daily Pass
3979,655,123,209,2024-05-31,153.86,Single Journey
3980,4405,24,127,2025-05-06,181.47,Single Journey
3981,5528,217,71,2023-05-26,50.25,Return Journey
3982,2396,65,32,2024-04-27,57.08,Single Journey
3983,2756,155,24,2023-08-26,188.41,Daily Pass
3984,2112,127,135,2024-01-21,25,Return Journey
3985,3109,90,157,2024-08-05,58.36,Return Journey
3986,180,85,217,2024-08-15,143.66,Return Journey
3987,4244,150,125,2023-09-07,89.07,Return Journey
3988,170,121,157,2023-04-08,84.97,Daily Pass
3989,7077,101,59,2025-03-30,150.9,Return Journey
3990,7971,179,154,2025-07-07,27.64,Return Journey
3991,9409,64,66,2025-07-18,22.89,Single Journey
3992,1932,193,127,2024-07-21,138.73,Daily Pass
3993,6558,123,242,2024-04-06,122.73,Daily Pass
3994,1482,135,23,2024-08-30,91.47,Return Journey
3995,2671,29,85,2023-03-28,84.56,Single Journey
3996,5526,75,195,2025-08-19,104.71,Single Journey
3997,445,65,26,2024-02-12,109.34,Single Journey
3998,6437,47,136,2025-01-18,109.5,Daily Pass
3999,4825,144,230,2024-10-14,16.71,Daily Pass
4000,9875,215,241,2023-02-15,75.83,Daily Pass
4001,7706,146,178,2024-04-19,68.83,Daily Pass
4002,6352,170,136,2023-02-21,59.53,Return Journey
4003,2047,183,203,2024-03-19,85.74,Return Journey
4004,9389,165,91,2024-08-31,170.76,Daily Pass
4005,8190,162,148,2025-09-18,34.4,Single Journey
4006,4472,242,220,2023-08-27,58.3,Return Journey
4007,9393,187,194,2023-10-02,51.45,Return Journey
4008,7784,47,189,2024-03-29,21.37,Daily Pass
4009,8417,218,99,2023-12-03,141.3,Daily Pass
4010,6489,85,103,2025-03-28,16.29,Daily Pass
4011,2515,243,131,2024-11-17,150.88,Return Journey
4012,4980,91,229,2025-05-29,26.41,Daily Pass
4013,9147,196,4,2024-01-02,40.08,Single Journey
4014,3844,193,35,2024-05-22,143.88,Return Journey
4015,2104,217,192,2023-12-02,92.67,Single Journey
4016,8456,168,250,2023-09-05,184.33,Return Journey
4017,3089,15,103,2024-09-12,22.94,Single Journey
4018,2906,185,142,2023-07-02,96.27,Return Journey
4019,2761,227,9,2024-01-09,59.81,Single Journey
4020,1894,168,115,2023-09-28,96.33,Return Journey
4021,5438,128,244,2025-05-05,138.98,Return Journey
4022,5251,143,190,2025-03-14,99.36,Daily Pass
4023,281,130,207,2023-01-01,81.28,Single Journey
4024,6015,195,46,2023-04-23,15.51,Return Journey
4025,2590,159,163,2023-09-17,125.25,Daily Pass
4026,5651,232,240,2024-05-31,11.5,Daily Pass
4027,4481,237,232,2024-08-20,148.99,Daily Pass
4028,4449,3,2,2023-06-13,53.3,Daily Pass
4029,4063,187,247,2025-04-08,46.7,Daily Pass
4030,8591,183,19,2023-07-24,192.77,Daily Pass
4031,241,119,168,2024-01-29,185.01,Daily Pass
4032,1928,65,102,2025-07-05,136.99,Daily Pass
4033,3700,237,94,2024-05-16,84.81,Single Journey
4034,7980,92,240,2025-09-11,58,Daily Pass
4035,6319,209,166,2023-03-12,56.82,Return Journey
4036,9773,30,11,2024-02-06,92.07,Single Journey
4037,3564,59,22,2025-02-16,174.26,Single Journey
4038,737,65,218,2024-09-09,120.26,Single Journey
4039,9037,38,73,2023-11-06,123.74,Daily Pass
4040,5631,197,10,2024-09-29,119.39,Daily Pass
4041,2946,150,37,2023-04-04,21.88,Return Journey
4042,393,203,167,2024-10-29,117.55,Return Journey
4043,260,142,162,2024-05-28,39.86,Daily Pass
4044,3798,147,175,2024-11-15,97.05,Daily Pass
4045,3285,163,238,2025-04-10,119.05,Daily Pass
4046,4902,225,228,2024-09-05,19.78,Single Journey
4047,3116,195,98,2023-07-03,64.56,Return Journey
4048,9782,158,139,2023-01-12,175.07,Daily Pass
4049,7353,68,176,2024-12-03,29.28,Single Journey
4050,1569,39,46,2025-09-13,196.83,Daily Pass
4051,8931,45,134,2024-06-18,133.23,Daily Pass
4052,4113,250,176,2025-07-03,149.57,Single Journey
4053,1755,217,220,2024-11-09,187.68,Single Journey
4054,6516,126,6,2023-03-25,50.01,Daily Pass
4055,9057,247,186,2024-12-29,100.65,Daily Pass
4056,3988,35,17,2024-06-20,178.77,Daily Pass
4057,2194,39,132,2023-08-24,146.6,Daily Pass
4058,9941,20,232,2025-05-10,116.03,Single Journey
4059,6570,118,215,2023-07-18,47.71,Daily Pass
4060,4789,127,140,2023-04-14,152.82,Return Journey
4061,6188,172,38,2023-04-29,50.46,Return Journey
4062,606,169,112,2025-06-13,30.75,Daily Pass
4063,4693,112,20,2024-10-08,20.2,Return Journey
4064,9782,109,81,2025-08-11,133.12,Daily Pass
4065,7592,149,124,2024-04-10,156.67,Single Journey
4066,6583,223,68,2023-03-19,171.86,Return Journey
4067,9234,46,191,2024-07-07,194.28,Daily Pass
4068,4317,239,74,2023-06-06,172.62,Return Journey
4069,152,183,11,2025-04-15,56.04,Return Journey
4070,3886,166,151,2025-02-19,166.78,Single Journey
4071,4161,173,41,2025-05-17,21.86,Return Journey
4072,7355,18,169,2024-06-16,43.27,Single Journey
4073,939,46,58,2024-01-03,147.83,Daily Pass
4074,3329,51,137,2023-01-16,58.84,Return Journey
4075,4830,56,112,2024-05-11,80.04,Daily Pass
4076,4635,50,63,2023-02-11,162.91,Return Journey
4077,8768,63,62,2025-08-16,152.93,Daily Pass
4078,5897,232,223,2024-01-28,173.25,Daily Pass
4079,432,28,158,2024-01-25,139.28,Return Journey
4080,5578,236,232,2024-12-30,142.26,Return Journey
4081,9022,148,33,2024-07-06,161.95,Return Journey
4082,6039,8,203,2025-09-04,51.14,Single Journey
4083,844,243,29,2025-02-21,131.2,Return Journey
4084,3647,16,182,2024-07-13,35.55,Return Journey
4085,7188,9,205,2024-12-13,175.7,Daily Pass
4086,7429,22,196,2024-01-13,137.26,Single Journey
4087,3122,149,214,2025-07-14,59.71,Single Journey
4088,8007,37,168,2024-12-23,133.36,Return Journey
4089,8749,118,123,2025-01-10,68.29,Return Journey
4090,6221,122,102,2023-03-11,72.97,Return Journey
4091,2695,25,148,2023-02-09,156.15,Single Journey
4092,4241,149,174,2023-02-01,172.22,Return Journey
4093,4510,53,190,2025-04-01,133.54,Return Journey
4094,4352,45,83,2023-06-06,190.22,Single Journey
4095,7974,236,188,2024-11-22,72.94,Return Journey
4096,8422,14,214,2025-05-15,151.99,Daily Pass
4097,1301,55,77,2023-03-26,114.75,Single Journey
4098,2521,42,246,2024-12-29,149.67,Single Journey
4099,6848,239,240,2024-09-14,138.94,Return Journey
4100,8972,17,218,2024-01-30,25.6,Return Journey
4101,6310,214,114,2024-03-25,95.32,Daily Pass
4102,2264,209,151,2025-03-20,133.45,Daily Pass
4103,314,241,74,2024-03-02,50.12,Single Journey
4104,9445,131,164,2023-02-09,189.62,Single Journey
4105,9298,184,7,2023-01-02,178.51,Single Journey
4106,1972,94,103,2024-10-28,179.47,Daily Pass
4107,9300,7,89,2024-10-18,10.78,Daily Pass
4108,12,15,234,2025-06-08,145.92,Daily Pass
4109,9038,182,103,2023-06-01,64.63,Daily Pass
4110,401,59,172,2025-09-26,48.41,Single Journey
4111,9114,12,72,2023-01-29,31.51,Daily Pass
4112,7874,217,145,2025-08-31,49.43,Daily Pass
4113,9834,234,42,2023-06-05,13.86,Single Journey
4114,1853,200,184,2024-01-24,149.95,Single Journey
4115,8730,175,90,2024-06-28,31.6,Daily Pass
4116,8614,66,213,2024-02-27,169.97,Daily Pass
4117,7658,87,178,2025-07-06,179.5,Daily Pass
4118,588,114,14,2023-03-18,163.28,Single Journey
4119,6292,121,35,2025-05-19,173.2,Daily Pass
4120,1278,43,96,2023-02-10,179.62,Single Journey
4121,6540,192,110,2024-05-12,56.39,Return Journey
4122,8856,36,175,2025-02-15,23.51,Daily Pass
4123,6287,11,168,2023-11-12,164.8,Daily Pass
4124,9463,26,80,2024-05-27,192.96,Daily Pass
4125,6783,3,221,2024-04-20,92.52,Return Journey
4126,7962,3,185,2023-04-24,44.53,Single Journey
4127,2428,96,170,2024-12-07,71.74,Return Journey
4128,1053,219,137,2024-04-21,30.5,Single Journey
4129,9102,139,147,2023-10-20,88.97,Single Journey
4130,1747,64,202,2023-01-09,167.58,Single Journey
4131,1637,10,242,2025-03-27,23.76,Return Journey
4132,8676,67,125,2025-07-27,144.58,Daily Pass
4133,3577,181,105,2025-09-06,190.1,Single Journey
4134,5484,212,103,2024-07-22,113.44,Return Journey
4135,4472,161,212,2023-10-02,144.63,Daily Pass
4136,8157,87,93,2024-06-24,61.17,Single Journey
4137,1261,38,150,2025-05-12,192.79,Daily Pass
4138,341,45,148,2023-10-19,38.58,Return Journey
4139,8704,66,180,2024-03-28,110.47,Single Journey
4140,3482,94,70,2025-02-11,103.33,Daily Pass
4141,2871,144,169,2024-12-16,115.32,Single Journey
4142,2358,63,148,2025-02-09,12.43,Single Journey
4143,3826,86,205,2025-02-22,163.48,Daily Pass
4144,2257,235,92,2024-06-21,158.34,Single Journey
4145,3722,244,145,2024-09-17,91.29,Return Journey
4146,4831,122,148,2025-08-02,123.09,Single Journey
4147,716,218,132,2023-08-02,75.36,Return Journey
4148,3358,57,20,2023-12-01,148.71,Return Journey
4149,1389,146,152,2024-07-16,164.51,Return Journey
4150,5405,121,169,2024-07-13,28.21,Single Journey
4151,5716,125,148,2023-02-10,71.24,Daily Pass
4152,5302,181,158,2023-07-22,160.27,Daily Pass
4153,9843,145,138,2025-07-19,166.98,Single Journey
4154,1927,205,204,2025-04-01,168.98,Return Journey
4155,4015,130,229,2025-08-31,126.72,Return Journey
4156,9625,223,202,2025-03-01,128.68,Return Journey
4157,2424,142,115,2024-06-11,73.02,Single Journey
4158,776,110,86,2024-12-23,174.7,Daily Pass
4159,3410,127,24,2025-09-01,117.7,Daily Pass
4160,3971,162,203,2024-05-23,142.21,Single Journey
4161,1722,33,82,2024-05-31,158.7,Return Journey
4162,7961,70,80,2023-02-07,155.27,Return Journey
4163,3434,76,92,2025-04-21,64.05,Return Journey
4164,1319,95,188,2023-04-11,143.75,Single Journey
4165,2492,236,79,2023-11-10,142.81,Single Journey
4166,6581,83,137,2024-06-13,136.21,Single Journey
4167,3628,206,35,2025-06-20,61.36,Return Journey
4168,5156,152,35,2023-03-24,51.07,Return Journey
4169,6550,54,105,2023-06-10,97.32,Return Journey
4170,7258,138,23,2025-06-28,69.33,Daily Pass
4171,7946,50,161,2024-01-30,111.54,Return Journey
4172,8587,214,56,2024-03-30,179.67,Return Journey
4173,2531,203,201,2024-07-18,182.5,Daily Pass
4174,1497,81,184,2025-07-01,132.07,Return Journey
4175,4462,104,84,2023-02-25,198.02,Return Journey
4176,5021,2,118,2023-11-09,115.72,Daily Pass
4177,480,94,196,2024-08-20,100.39,Single Journey
4178,7264,89,7,2025-06-29,100.87,Daily Pass
4179,3609,12,22,2024-03-24,198.9,Return Journey
4180,7570,241,35,2025-02-12,182.41,Return Journey
4181,4800,200,175,2024-07-26,50.58,Return Journey
4182,5682,66,249,2025-03-05,65.74,Daily Pass
4183,5676,169,90,2024-02-18,81.58,Single Journey
4184,7901,8,175,2023-08-10,148.52,Daily Pass
4185,9988,139,22,2025-01-27,181.97,Single Journey
4186,5437,170,214,2023-09-12,195.75,Daily Pass
4187,7200,241,217,2023-08-27,180.93,Single Journey
4188,5952,87,117,2023-09-14,54.18,Return Journey
4189,5215,166,33,2023-11-23,39.43,Single Journey
4190,6259,125,124,2024-09-08,143.35,Single Journey
4191,4318,97,56,2024-12-15,42.98,Single Journey
4192,6011,57,69,2024-06-16,99.73,Single Journey
4193,9309,199,200,2024-11-15,107.08,Single Journey
4194,1651,170,218,2024-02-27,75.28,Single Journey
4195,42,182,128,2024-01-23,79.69,Single Journey
4196,8804,19,96,2023-06-01,55.72,Daily Pass
4197,3956,130,191,2023-12-14,43.05,Single Journey
4198,5870,242,127,2025-04-18,140.05,Single Journey
4199,7671,162,129,2023-12-08,133.54,Return Journey
4200,5013,124,131,2024-06-20,109.18,Daily Pass
4201,1849,116,162,2024-04-19,133.35,Return Journey
4202,7328,83,51,2025-01-13,61.94,Single Journey
4203,2034,127,123,2023-08-17,177.49,Daily Pass
4204,4606,60,38,2024-04-06,172.98,Return Journey
4205,3998,226,17,2023-04-14,14.28,Return Journey
4206,2144,243,173,2023-08-30,184,Return Journey
4207,1538,162,108,2024-08-23,76.28,Daily Pass
4208,3666,78,57,2024-07-24,78.62,Daily Pass
4209,7910,183,222,2024-02-04,72.4,Daily Pass
4210,6062,173,52,2024-04-20,152.26,Return Journey
4211,2598,107,125,2024-03-12,30.53,Return Journey
4212,8081,171,131,2025-03-27,19.87,Return Journey
4213,8400,199,112,2025-08-04,46.08,Return Journey
4214,134,128,66,2024-12-23,149.87,Single Journey
4215,3014,205,36,2024-10-13,180.4,Return Journey
4216,7833,213,26,2025-08-14,49.24,Single Journey
4217,1688,115,159,2024-05-01,39.95,Return Journey
4218,7714,143,55,2025-04-04,148.89,Daily Pass
4219,6919,159,8,2025-09-20,109.03,Single Journey
4220,4279,108,190,2023-07-14,85.54,Daily Pass
4221,6672,52,107,2024-01-27,192.19,Return Journey
4222,9512,192,140,2024-11-26,155.66,Return Journey
4223,1578,151,178,2023-03-18,191.78,Single Journey
4224,6045,190,145,2023-10-21,185.1,Single Journey
4225,1758,140,141,2023-12-28,75.82,Daily Pass
4226,2279,145,9,2023-05-12,147.8,Single Journey
4227,2779,172,4,2025-03-05,193.25,Single Journey
4228,6730,230,82,2024-10-09,80.07,Return Journey
4229,3034,76,57,2024-01-28,12.67,Return Journey
4230,1735,164,14,2024-12-05,85.52,Daily Pass
4231,6280,165,239,2025-06-18,39.69,Daily Pass
4232,9118,175,239,2023-12-06,97.65,Daily Pass
4233,2914,215,172,2024-06-26,91.02,Return Journey
4234,1369,186,83,2024-05-17,97.5,Daily Pass
4235,1924,93,77,2024-01-21,69.27,Daily Pass
4236,2894,83,183,2025-01-07,82.76,Single Journey
4237,858,72,247,2024-07-05,114.53,Return Journey
4238,2433,101,75,2023-01-05,58.06,Return Journey
4239,9426,135,20,2025-04-11,196.71,Return Journey
4240,5239,184,135,2024-08-14,149.91,Single Journey
4241,4912,230,76,2024-02-18,67.99,Daily Pass
4242,8171,53,176,2023-01-27,189.9,Daily Pass
4243,2902,11,224,2024-02-15,140.4,Return Journey
4244,8412,61,144,2023-09-20,137.9,Daily Pass
4245,7243,83,57,2024-11-06,132.28,Return Journey
4246,9114,11,219,2025-08-16,139.49,Single Journey
4247,6898,168,230,2024-03-30,54.91,Daily Pass
4248,9024,108,183,2025-06-28,105.3,Single Journey
4249,6892,242,102,2023-08-06,195.98,Single Journey
4250,2742,203,235,2023-09-04,22.33,Return Journey
4251,8225,200,152,2024-01-09,151.27,Daily Pass
4252,4863,163,155,2025-08-24,177.34,Single Journey
4253,9872,211,193,2025-01-23,106.07,Daily Pass
4254,5656,160,49,2025-06-18,13.07,Daily Pass
4255,236,103,32,2024-06-28,89.78,Return Journey
4256,695,232,35,2024-02-10,78.39,Daily Pass
4257,6946,216,159,2023-04-12,129.4,Return Journey
4258,6686,7,176,2025-02-18,12.2,Daily Pass
4259,7521,179,48,2023-11-02,128.09,Return Journey
4260,2671,44,183,2024-07-20,115.91,Return Journey
4261,6274,214,197,2024-12-28,179.57,Daily Pass
4262,5314,42,1,2025-09-22,186.54,Return Journey
4263,4852,27,192,2023-04-02,103.48,Single Journey
4264,9309,118,227,2023-01-09,170.4,Return Journey
4265,826,70,87,2024-04-26,92.69,Return Journey
4266,5207,168,104,2023-01-07,116.08,Daily Pass
4267,6916,53,16,2024-01-07,167.38,Return Journey
4268,5412,234,183,2024-12-18,85,Single Journey
4269,7454,178,238,2025-05-07,45.43,Return Journey
4270,9700,29,30,2023-02-01,94.7,Daily Pass
4271,9582,117,44,2024-04-01,102.18,Daily Pass
4272,2047,46,177,2023-07-04,14.83,Return Journey
4273,89,147,75,2024-07-22,189.23,Daily Pass
4274,8129,7,28,2023-08-30,51.9,Single Journey
4275,4343,12,54,2023-05-19,139.35,Single Journey
4276,6488,228,133,2024-02-07,58.86,Daily Pass
4277,1438,117,188,2024-03-13,179.75,Single Journey
4278,8685,116,153,2025-08-09,163.52,Single Journey
4279,232,81,249,2025-04-18,21.54,Single Journey
4280,4613,3,95,2025-06-06,187.47,Return Journey
4281,8477,121,70,2025-06-06,54.49,Single Journey
4282,3187,187,117,2024-12-17,92.92,Single Journey
4283,6641,110,111,2023-07-06,108.26,Daily Pass
4284,8164,129,37,2025-03-11,181.46,Single Journey
4285,7071,110,122,2025-07-17,191.13,Return Journey
4286,7397,89,96,2024-05-01,137.53,Daily Pass
4287,9768,194,100,2023-12-31,92.96,Return Journey
4288,8741,154,217,2023-07-08,177.02,Single Journey
4289,8941,103,152,2025-02-27,80.78,Single Journey
4290,6968,151,108,2023-06-27,53.17,Daily Pass
4291,2103,25,170,2024-02-14,17.54,Return Journey
4292,5950,92,46,2024-09-01,90.47,Daily Pass
4293,847,244,40,2023-06-13,101.23,Return Journey
4294,6562,211,90,2023-06-07,156.61,Return Journey
4295,3522,96,192,2023-06-08,73.69,Daily Pass
4296,4052,162,215,2023-01-01,47.9,Daily Pass
4297,6897,78,109,2024-01-29,160.87,Return Journey
4298,3187,120,26,2025-08-31,44.92,Daily Pass
4299,8185,69,117,2023-12-22,159.82,Single Journey
4300,6537,21,88,2023-06-08,121.37,Return Journey
4301,9027,206,172,2025-01-29,181.22,Return Journey
4302,8853,212,128,2023-03-08,115.23,Daily Pass
4303,89,42,203,2025-04-28,50.95,Single Journey
4304,9466,220,219,2025-05-01,129.59,Single Journey
4305,7542,18,250,2025-04-16,98.53,Single Journey
4306,6933,79,74,2025-02-17,76.91,Single Journey
4307,8021,69,201,2023-09-11,193.16,Daily Pass
4308,3554,195,95,2025-03-21,171.66,Return Journey
4309,2442,236,217,2023-07-11,94.77,Single Journey
4310,2111,221,154,2025-09-15,138.32,Return Journey
4311,4696,121,202,2024-05-20,143.31,Daily Pass
4312,8416,45,17,2024-11-13,109.47,Single Journey
4313,5459,134,18,2023-04-05,105.09,Daily Pass
4314,2555,171,20,2025-06-28,15.7,Single Journey
4315,4709,119,141,2025-02-26,103.93,Single Journey
4316,8694,233,125,2024-02-04,103.98,Daily Pass
4317,615,237,233,2024-12-20,101.89,Return Journey
4318,222,212,33,2024-10-01,126.25,Return Journey
4319,6347,10,58,2025-01-29,97.34,Single Journey
4320,6443,215,229,2025-05-06,10.68,Single Journey
4321,2049,180,83,2024-02-23,107.33,Single Journey
4322,4908,192,53,2024-05-21,192.42,Single Journey
4323,6467,214,231,2024-09-11,80.14,Return Journey
4324,111,82,214,2025-03-01,81.35,Daily Pass
4325,2326,41,37,2023-02-19,77.43,Return Journey
4326,4389,131,137,2023-06-14,157.14,Daily Pass
4327,8641,77,158,2024-03-08,164.3,Single Journey
4328,9528,194,6,2023-06-13,169.72,Single Journey
4329,6365,135,249,2025-05-05,188.46,Daily Pass
4330,2579,51,4,2024-05-09,77.23,Daily Pass
4331,1401,38,205,2023-11-19,78.37,Daily Pass
4332,8913,35,26,2023-01-02,52.57,Return Journey
4333,7496,59,22,2023-04-09,48.29,Return Journey
4334,2050,215,36,2024-09-25,110.53,Single Journey
4335,1653,242,112,2023-12-15,167.85,Return Journey
4336,6194,117,238,2025-01-23,115.51,Return Journey
4337,4115,132,199,2024-04-11,115.17,Single Journey
4338,2490,233,151,2024-11-05,43.11,Return Journey
4339,3925,107,55,2023-08-29,48.28,Return Journey
4340,1726,152,137,2023-08-17,68.48,Single Journey
4341,8794,144,73,2024-11-18,107.55,Return Journey
4342,1935,1,188,2023-02-16,189.64,Single Journey
4343,7584,20,40,2023-11-22,43.35,Daily Pass
4344,9809,26,104,2024-05-14,16.47,Return Journey
4345,9824,8,42,2024-02-01,12.99,Daily Pass
4346,2431,233,12,2025-07-23,80.88,Return Journey
4347,7957,7,63,2025-06-18,155.59,Daily Pass
4348,4764,147,137,2025-02-09,52.62,Single Journey
4349,9813,156,31,2024-04-26,89.08,Return Journey
4350,1733,194,173,2025-04-23,113.87,Daily Pass
4351,7057,58,41,2025-08-29,108.43,Return Journey
4352,6695,25,101,2024-12-24,34,Return Journey
4353,7841,53,17,2023-04-11,148.3,Daily Pass
4354,5435,34,124,2023-06-10,174.24,Return Journey
4355,5173,232,123,2024-09-15,162.25,Return Journey
4356,7994,170,164,2025-02-10,107.74,Single Journey
4357,239,230,184,2024-02-22,92.63,Single Journey
